"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
8,15,0.806959807784805,0.15391194542524,0.534645787002581,0.572826786625052,1.07683631881935,0.79661214466155,1.07683631881935,1.07683631881935,1.1346977813708,2020-01-12
9,16,0.769021905060934,0.153770006912483,0.496368617442248,0.534163663806677,1.03940215858294,0.757684216201662,1.03940215858294,1.03940215858294,1.10034582460798,2020-01-13
10,17,0.769808242756315,0.156703315749795,0.497368823297586,0.53456338939173,1.04839230736044,0.758384603710378,1.04839230736044,1.04839230736044,1.10948136739055,2020-01-14
11,18,0.811834801190796,0.166723359719676,0.519038479200034,0.56006254307264,1.10812547947723,0.798680947794288,1.10812547947723,1.10812547947723,1.17576245659625,2020-01-15
12,19,0.75526594715729,0.164575141127964,0.470463803206053,0.509665691521624,1.04608127201928,0.741947084265951,1.04608127201928,1.04608127201928,1.11227539515145,2020-01-16
13,20,0.90831493448747,0.184727464299072,0.585400769873789,0.628284493016429,1.23036708525741,0.89710836751316,1.23036708525741,1.23036708525741,1.30192675742293,2020-01-17
14,21,0.803818914893873,0.176393085552231,0.496652045671963,0.537915655998416,1.1133846351674,0.791104135213664,1.1133846351674,1.1133846351674,1.18434438972848,2020-01-18
15,22,0.798191805792704,0.180332117682086,0.483362669986469,0.526009454714148,1.11525973816362,0.784215496314238,1.11525973816362,1.11525973816362,1.18925015102889,2020-01-19
16,23,0.79389845174752,0.18372465168855,0.477602391551354,0.518922280002706,1.1225649323504,0.779294107608829,1.1225649323504,1.1225649323504,1.19603089796668,2020-01-20
17,24,0.87484600042203,0.195819365480287,0.528525490017647,0.576468412837903,1.21674154716194,0.861594372846206,1.21674154716194,1.21674154716194,1.29943853241457,2020-01-21
18,25,0.966853904609973,0.211416897923921,0.594666343833933,0.644801923829594,1.34139300664266,0.952409366301646,1.34139300664266,1.34139300664266,1.42157129591068,2020-01-22
19,26,1.00765405608153,0.222266099952806,0.622296205196087,0.674023006343935,1.3944304285012,0.990505893220969,1.3944304285012,1.3944304285012,1.49132806256736,2020-01-23
20,27,1.22889608668079,0.246971600334656,0.796937978018348,0.855694434976455,1.66331885884517,1.21388975096133,1.66331885884517,1.66331885884517,1.76338203461491,2020-01-24
21,28,1.38406677229964,0.261267526160808,0.919511006569816,0.982283464488054,1.84150620906515,1.36827968972152,1.84150620906515,1.84150620906515,1.94205918243859,2020-01-25
22,29,1.39862562760393,0.263879620618511,0.930012673136992,0.993202482088247,1.85637771343944,1.38053276294557,1.85637771343944,1.85637771343944,1.96397055809085,2020-01-26
23,30,1.37227426017504,0.257954498866741,0.913484341231908,0.975267169966239,1.82158338125455,1.35573075776583,1.82158338125455,1.82158338125455,1.92512114046273,2020-01-27
