"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
8,15,0.817863258902345,0.153270296523442,0.541995596437436,0.58355273828216,1.0869557518793,0.807597893612622,1.0869557518793,1.0869557518793,1.1442496173789,"2020-01-12"
9,16,0.749805659430902,0.148836336565018,0.489835054706532,0.524248025394026,1.00949825491202,0.739527412404675,1.00949825491202,1.00949825491202,1.06459993756464,"2020-01-13"
10,17,0.750889747050163,0.152447375354238,0.482545626977485,0.518017616374602,1.01763157427957,0.74090497573209,1.01763157427957,1.01763157427957,1.07833969092959,"2020-01-14"
11,18,0.793705296427351,0.162025766518073,0.512285798431537,0.549793601052042,1.07868758783588,0.781814377498161,1.07868758783588,1.07868758783588,1.14178794485843,"2020-01-15"
12,19,0.740954045920521,0.160193137097468,0.460787403718382,0.497711758380979,1.02187799027402,0.729149632211229,1.02187799027402,1.02187799027402,1.08573290433936,"2020-01-16"
13,20,0.89466237222581,0.181801794629473,0.571048238991011,0.617015637405949,1.20939385066959,0.883132277120767,1.20939385066959,1.20939385066959,1.28266308660844,"2020-01-17"
14,21,0.79473626121443,0.174391684496105,0.492091578757448,0.533283026156188,1.10025085964834,0.78069115570095,1.10025085964834,1.10025085964834,1.17350856468125,"2020-01-18"
15,22,0.794207878174727,0.178722476087179,0.48285288063905,0.525411946758925,1.10935260197903,0.780411768313981,1.10935260197903,1.10935260197903,1.18344559630835,"2020-01-19"
16,23,0.833461588045681,0.187689988729622,0.508282885377438,0.551092572351401,1.16711855411564,0.818672322387239,1.16711855411564,1.16711855411564,1.24332090574878,"2020-01-20"
17,24,0.916313798951388,0.202143997854266,0.566822747677463,0.614407731010717,1.2738548511124,0.901183520098713,1.2738548511124,1.2738548511124,1.35688112106599,"2020-01-21"
18,25,1.00585253439408,0.217156230555491,0.628077030962739,0.676618318586727,1.38547611604221,0.990318386000731,1.38547611604221,1.38547611604221,1.47745496702714,"2020-01-22"
19,26,1.0392458271846,0.223130198236907,0.6489401397225,0.699827778675584,1.42908978304225,1.0236404927036,1.42908978304225,1.42908978304225,1.52164159514319,"2020-01-23"
20,27,1.2455801903615,0.245707148955702,0.812441537165122,0.873740124878551,1.67646377681309,1.22736880800433,1.67646377681309,1.67646377681309,1.77383791836878,"2020-01-24"
21,28,1.38729320250756,0.259174100568294,0.923998704244809,0.988851044271296,1.8381295014564,1.36965907185958,1.8381295014564,1.8381295014564,1.94028742415832,"2020-01-25"
22,29,1.38820400067869,0.256417006321597,0.92959587696614,0.99164419518412,1.83230443741688,1.37472439376104,1.83230443741688,1.83230443741688,1.92699970550059,"2020-01-26"
23,30,1.36139203430878,0.250526757337471,0.917622576428492,0.979594256110097,1.79721408198381,1.34349064643769,1.79721408198381,1.79721408198381,1.90899682560238,"2020-01-27"
24,31,1.40160133237208,0.246626233715358,0.964605547694025,1.02637264299739,1.83676145986531,1.38607161551079,1.83676145986531,1.83676145986531,1.93581554412241,"2020-01-28"
25,32,1.2738236225582,0.227758451665009,0.873298396134931,0.924935708143937,1.66713744190125,1.25839540425326,1.66713744190125,1.66713744190125,1.75643274644787,"2020-01-29"
26,33,1.34011523127238,0.225242920245089,0.932441589700992,0.991487071554393,1.73355950824721,1.32616608347029,1.73355950824721,1.73355950824721,1.82174329382848,"2020-01-30"
27,34,1.27380905519897,0.213001956540702,0.891096659298035,0.942955330465076,1.6482333880677,1.25990561903854,1.6482333880677,1.6482333880677,1.72495919815859,"2020-01-31"
28,35,1.17193745294228,0.198798882156335,0.817119345341084,0.869365439508576,1.51787806589533,1.1599676606899,1.51787806589533,1.51787806589533,1.59186564860566,"2020-02-01"
29,36,1.02723427404124,0.181223653300151,0.704295740214381,0.749773302763555,1.34156189838365,1.0162759994042,1.34156189838365,1.34156189838365,1.40591790642265,"2020-02-02"
30,37,1.05563324909176,0.178597636653792,0.734162985469603,0.779161394190442,1.36718783589631,1.04517082971745,1.36718783589631,1.36718783589631,1.43075809152432,"2020-02-03"
31,38,1.04183412295507,0.176824823298081,0.726436314964082,0.768299624825812,1.34735910180307,1.03177918349296,1.34735910180307,1.34735910180307,1.41440460788316,"2020-02-04"
32,39,0.914875062724634,0.165897463758268,0.621554977279832,0.663226565948466,1.2037295506294,0.904828199241759,1.2037295506294,1.2037295506294,1.26757806135493,"2020-02-05"
33,40,0.976123494961023,0.17052413405151,0.671187963668884,0.714459414845615,1.2713890920055,0.965665192256471,1.2713890920055,1.2713890920055,1.33557185998527,"2020-02-06"
34,41,0.92822646142334,0.166659690231061,0.630630301895594,0.670439654103006,1.21827829638906,0.918355341573275,1.21827829638906,1.21827829638906,1.28206480407871,"2020-02-07"
35,42,0.937853444168247,0.167676877816196,0.638436987320548,0.679754900820249,1.22860886165202,0.929058668069882,1.22860886165202,1.22860886165202,1.29035272261378,"2020-02-08"
36,43,1.11312784275063,0.185424881666953,0.782107796068889,0.826830041500452,1.43435411721536,1.10316324466611,1.43435411721536,1.43435411721536,1.50687083288983,"2020-02-09"
37,44,1.40723569317792,0.21003633451895,1.02843848658007,1.08117684824195,1.77055070607055,1.39526593426861,1.77055070607055,1.77055070607055,1.84553527440525,"2020-02-10"
38,45,1.26528244265477,0.197387762390912,0.908213978021603,0.95649937670544,1.60437608309025,1.2562392872228,1.60437608309025,1.60437608309025,1.67969269163271,"2020-02-11"
39,46,1.3600295043371,0.206937235826771,0.986745108931059,1.03941282858109,1.71445444442542,1.350039376879,1.71445444442542,1.71445444442542,1.79326929689612,"2020-02-12"
40,47,1.45438177912622,0.209122063729224,1.07625876453743,1.13245642604553,1.81674073821227,1.44216393766289,1.81674073821227,1.81674073821227,1.8951029455266,"2020-02-13"
41,48,1.39159064303409,0.201930315319981,1.02840828186189,1.08171776039947,1.73987434764186,1.38011874177938,1.73987434764186,1.73987434764186,1.8165778854214,"2020-02-14"
42,49,1.39702061281897,0.192908564213739,1.04790867738287,1.09521170774453,1.72889112346177,1.38832549962815,1.72889112346177,1.72889112346177,1.79869071264429,"2020-02-15"
43,50,1.36922918222517,0.184339373945946,1.03553501035016,1.08216837779939,1.68701933806322,1.36091954817059,1.68701933806322,1.68701933806322,1.75800130788736,"2020-02-16"
44,51,1.2785834419429,0.172756364787175,0.967338900205736,1.01017500567702,1.57562288303654,1.27021623323539,1.57562288303654,1.57562288303654,1.64512894171575,"2020-02-17"
45,52,1.02048186633426,0.147569016508007,0.753181970422145,0.791916567963918,1.2769652572004,1.01253623122667,1.2769652572004,1.2769652572004,1.33539717781237,"2020-02-18"
46,53,1.08781032641115,0.147192863704905,0.819286951038392,0.858402402428555,1.34264373829745,1.07970133191882,1.34264373829745,1.34264373829745,1.39939458353298,"2020-02-19"
47,54,1.19408724190808,0.151525372528993,0.916638210460537,0.956033444593729,1.4514168119401,1.18917579297331,1.4514168119401,1.4514168119401,1.50637875576046,"2020-02-20"
48,55,1.19212565417073,0.148327730655839,0.919525444409654,0.960546676914201,1.44632850007334,1.1847419804966,1.44632850007334,1.44632850007334,1.50158745012777,"2020-02-21"
49,56,1.27169843188914,0.152622330439774,0.990317300790726,1.0307650706504,1.53367510059548,1.26608453832542,1.53367510059548,1.53367510059548,1.59068229044352,"2020-02-22"
50,57,1.22984447894827,0.148263127170353,0.956615077637306,0.997448101225321,1.48276696291426,1.22375117220331,1.48276696291426,1.48276696291426,1.5375110422896,"2020-02-23"
51,58,1.24413533307104,0.145441113732087,0.974632199112669,1.01349393936113,1.49350543440845,1.23853311835513,1.49350543440845,1.49350543440845,1.54614648479682,"2020-02-24"
52,59,1.30135739927398,0.148146567617723,1.02821226149585,1.06872369063749,1.55582894532696,1.29523000815683,1.55582894532696,1.55582894532696,1.60816383887907,"2020-02-25"
53,60,1.28840522383452,0.143636772335523,1.02404352905533,1.06213535336182,1.53571242664005,1.28288169354097,1.53571242664005,1.53571242664005,1.58764586448124,"2020-02-26"
54,61,1.24026714750581,0.139699018707934,0.981209879071271,1.02071907778773,1.47935230427175,1.23471141802959,1.47935230427175,1.47935230427175,1.52864966021672,"2020-02-27"
