"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
21,28,2.7643338430265,0.385869700135772,2.13187990083929,2.19944833200849,3.44683143862983,2.73176096310315,3.44683143862983,3.44683143862983,3.59126534539048,2020-03-16
22,29,2.51998574472417,0.352412542068513,1.94392030517479,2.00157536864641,3.14953968207082,2.48893416545705,3.14953968207082,3.14953968207082,3.27847626845429,2020-03-17
23,30,2.27592414988911,0.30853881005498,1.78381736122315,1.83037719522043,2.83185980572788,2.24640796835492,2.83185980572788,2.83185980572788,2.95747499273234,2020-03-18
24,31,2.06223054813251,0.253115619935114,1.66439153542814,1.70220053042421,2.51859900446892,2.035793738453,2.51859900446892,2.51859900446892,2.62473414583482,2020-03-19
25,32,1.98439155599784,0.213799484409927,1.6459960359643,1.67776116683647,2.36851036449057,1.9622428402397,2.36851036449057,2.36851036449057,2.45376654206576,2020-03-20
26,33,1.87071241799638,0.178194119429899,1.58083106174073,1.61041208371874,2.19188675409129,1.85392001352398,2.19188675409129,2.19188675409129,2.25281857755338,2020-03-21
27,34,1.72449029554433,0.150851983965357,1.4754313580119,1.50086824920628,1.99663261782942,1.71206440422645,1.99663261782942,1.99663261782942,2.0425895151288,2020-03-22
28,35,1.65725495834674,0.132061163039795,1.44046681361508,1.46224993648739,1.89375770565706,1.64553902878808,1.89375770565706,1.89375770565706,1.93447706330596,2020-03-23
29,36,1.54818838324749,0.111008927805109,1.36358538698534,1.38344344511465,1.745225531288,1.53864088162833,1.745225531288,1.745225531288,1.7807261077495,2020-03-24
30,37,1.47857577396536,0.0949656773185774,1.31903688887178,1.33696415818969,1.64796253787439,1.47113743730163,1.64796253787439,1.64796253787439,1.675906589378,2020-03-25
31,38,1.41804089697835,0.0811985212541589,1.27972516249717,1.29632299478218,1.56284245787404,1.41138183208436,1.56284245787404,1.56284245787404,1.58835752700383,2020-03-26
32,39,1.32514558746861,0.0686116450467943,1.20820326215983,1.22127948358694,1.44622449920437,1.32035404468662,1.44622449920437,1.44622449920437,1.46625229994029,2020-03-27
33,40,1.22350380544395,0.0569041860846791,1.12538559366213,1.13710473377711,1.32417762576403,1.21922837310997,1.32417762576403,1.32417762576403,1.3417976546224,2020-03-28
34,41,1.14996330141314,0.0464547216626064,1.06750640294819,1.07831563501577,1.23225573485554,1.14659035559033,1.23225573485554,1.23225573485554,1.24619031238162,2020-03-29
35,42,1.10852344787741,0.0379758443593739,1.03904527345614,1.04951553148514,1.17394038551634,1.1066486259494,1.17394038551634,1.17394038551634,1.18755179334656,2020-03-30
36,43,1.03139202135764,0.0313297752292824,0.97303459723375,0.982108223853551,1.08530692690381,1.02996605984639,1.08530692690381,1.08530692690381,1.09552168160501,2020-03-31
37,44,1.02192907021873,0.0278192944638995,0.969213556161407,0.97742947196797,1.06924950663729,1.02125451795672,1.06924950663729,1.06924950663729,1.0783207898304,2020-04-01
38,45,0.988819848330199,0.0259341727414958,0.93976068712985,0.947192581391005,1.03250249235616,0.988269510774078,1.03250249235616,1.03250249235616,1.04125241369266,2020-04-02
39,46,0.955499062736251,0.0245577284854083,0.908482623215907,0.915362251084981,0.996428711529242,0.955186571088875,0.996428711529242,0.996428711529242,1.00492742597312,2020-04-03
40,47,0.961619339996823,0.0243070403896576,0.915427586290104,0.92254162912775,1.00191768837007,0.961410511221456,1.00191768837007,1.00191768837007,1.01008135903509,2020-04-04
41,48,0.96513869575695,0.0243673340073576,0.917834420692044,0.925612177768797,1.00595099813974,0.964836735431271,1.00595099813974,1.00595099813974,1.01413579380454,2020-04-05
42,49,0.987888972846851,0.0245917158475287,0.939676237219772,0.947615002888906,1.0287183037737,0.987626798863523,1.0287183037737,1.0287183037737,1.03639973067472,2020-04-06
43,50,0.985072353737642,0.0237733138156171,0.938998072392,0.946275675828069,1.02458945883847,0.985044526718196,1.02458945883847,1.02458945883847,1.03235949099396,2020-04-07
44,51,1.00414541280933,0.023974445054594,0.957309646179095,0.96499853621848,1.0438660526072,1.00396824254214,1.0438660526072,1.0438660526072,1.05201921901416,2020-04-08
45,52,0.975821396568369,0.0235795175718384,0.930003964967971,0.937398425044166,1.01506314617666,0.975552177577791,1.01506314617666,1.01506314617666,1.02254561068398,2020-04-09
46,53,1.01943432399974,0.0241354883835555,0.973114717534473,0.980076999347635,1.05930638060941,1.01910688235443,1.05930638060941,1.05930638060941,1.06734664130247,2020-04-10
47,54,1.02184402913675,0.0242702135022672,0.974230059113025,0.981760201666238,1.0620654350603,1.0217747865789,1.0620654350603,1.0620654350603,1.06961741803936,2020-04-11
48,55,1.04545972070728,0.0243178240909572,0.99825273914632,1.00539600435452,1.08564969566849,1.04538796847731,1.08564969566849,1.08564969566849,1.09330965814482,2020-04-12
49,56,1.05917396887363,0.024845429147072,1.01073649263521,1.01851523000221,1.09992733063796,1.05903293051826,1.09992733063796,1.09992733063796,1.10893422561963,2020-04-13
50,57,1.05649945506912,0.0251788372860449,1.00822313103062,1.01608343887851,1.0986170872399,1.0561778039086,1.0986170872399,1.0986170872399,1.10707954515799,2020-04-14
51,58,1.09279930076616,0.0258563450532657,1.04318032407554,1.05089389143336,1.13544689271649,1.09260803174669,1.13544689271649,1.13544689271649,1.14350264051553,2020-04-15
52,59,1.10158832598245,0.0261871614961559,1.05158142218529,1.05945024881412,1.14491254928506,1.10148789854522,1.14491254928506,1.14491254928506,1.15320633488274,2020-04-16
53,60,1.1290349746439,0.0274004496608192,1.07593984125297,1.08467852309867,1.17477545198377,1.1286933373207,1.17477545198377,1.17477545198377,1.18360927105925,2020-04-17
54,61,1.12556038962343,0.0282107452871843,1.07067756708282,1.07972919310793,1.17233106711534,1.12541623714523,1.17233106711534,1.17233106711534,1.18084080142628,2020-04-18
55,62,1.12255662068673,0.0289397354292388,1.06718705389341,1.07592958584362,1.1707765738949,1.122169944977,1.1707765738949,1.1707765738949,1.18000603941775,2020-04-19
56,63,1.14815444630092,0.0291960276035044,1.09197933357875,1.10113440632189,1.19712896778698,1.14766399151251,1.19712896778698,1.19712896778698,1.20659761764006,2020-04-20
57,64,1.12417289960639,0.0288560544745487,1.06942559161372,1.07773214454732,1.17262462948239,1.12366290047502,1.17262462948239,1.17262462948239,1.18194411463668,2020-04-21
58,65,1.11433032673938,0.0288428615439413,1.05984183438957,1.06787567626353,1.16294860980959,1.11387005180152,1.16294860980959,1.16294860980959,1.17223722214561,2020-04-22
59,66,1.08411618825049,0.0273236044673968,1.03208060141578,1.04013808389002,1.13013734932844,1.08370087599288,1.13013734932844,1.13013734932844,1.13831363774978,2020-04-23
60,67,1.08353681173843,0.0261041054755118,1.03393732163425,1.04124185344636,1.1274338716947,1.08300308270663,1.1274338716947,1.1274338716947,1.13607000303004,2020-04-24
61,68,1.07564254217701,0.0246981508394258,1.02823334255001,1.03604574354172,1.11720474794716,1.07517365881107,1.11720474794716,1.11720474794716,1.1250390743861,2020-04-25
62,69,1.03037670853323,0.0232598045914888,0.986063890691638,0.992786166215211,1.06907929506877,1.03009409738523,1.06907929506877,1.06907929506877,1.07667651903593,2020-04-26
63,70,1.03856110675997,0.0227461346983785,0.994204072407623,1.00168429716722,1.07616583061989,1.03829663673683,1.07616583061989,1.07616583061989,1.08356892919636,2020-04-27
64,71,1.00412962150186,0.0218067058734136,0.962067905584206,0.968549790389413,1.04047414397537,1.00409931082658,1.04047414397537,1.04047414397537,1.04754300025682,2020-04-28
65,72,1.00074394014318,0.0211609592801049,0.959663330665332,0.966380306373168,1.03618605797226,1.00041028216518,1.03618605797226,1.03618605797226,1.04288994347703,2020-04-29
66,73,1.00779462941599,0.0210960322232541,0.967047032039044,0.973839884665248,1.04303090337058,1.00761078697325,1.04303090337058,1.04303090337058,1.0500059642035,2020-04-30
67,74,1.02784722060561,0.0212423142268996,0.986528068224639,0.993261433733873,1.06298477691463,1.02745500236397,1.06298477691463,1.06298477691463,1.0706010155535,2020-05-01
68,75,1.01521833595164,0.0207738310658141,0.97469496428293,0.981429056904455,1.04962789826263,1.01502833899702,1.04962789826263,1.04962789826263,1.05652068451163,2020-05-02
69,76,1.00000965100475,0.0205110311867245,0.960639921257372,0.967067232644558,1.03441988331495,0.999621918069797,1.03441988331495,1.03441988331495,1.0408724306022,2020-05-03
70,77,1.01845513148685,0.0209405844924153,0.977779832204807,0.984171716344033,1.05310221649149,1.01836758930192,1.05310221649149,1.05310221649149,1.06010220674398,2020-05-04
71,78,1.01051854742367,0.0206283730580201,0.970721658913172,0.976994964076905,1.04466554327811,1.01029502788099,1.04466554327811,1.04466554327811,1.05168908986719,2020-05-05
72,79,0.997033036073598,0.0205783180347752,0.957453462121214,0.963456059138994,1.03101559362871,0.996841719668432,1.03101559362871,1.03101559362871,1.03765359057625,2020-05-06
73,80,0.996037643903508,0.0204223790535672,0.95626214649178,0.962570560913864,1.02998647412321,0.995965762687435,1.02998647412321,1.02998647412321,1.03639226490277,2020-05-07
74,81,0.97766167042041,0.020283324402488,0.93831036635075,0.944298553963719,1.01104372273264,0.977474679962594,1.01104372273264,1.01104372273264,1.01787373329762,2020-05-08
75,82,0.956135227269044,0.0200563978547879,0.917228188238667,0.923513560983103,0.989406516553265,0.956006031433315,0.989406516553265,0.989406516553265,0.99619931902725,2020-05-09
