"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
8,15,2.28003970560889,0.420382066224012,1.5442459394418,1.64499798547717,3.02482677150207,2.24701375173024,3.02482677150207,3.02482677150207,3.18372629885993,"2020-03-03"
9,16,2.43736746092445,0.424849126765872,1.69346804095235,1.78896815307839,3.181006598086,2.40911606166538,3.181006598086,3.181006598086,3.35882732778047,"2020-03-04"
10,17,2.33109872671332,0.40051693930525,1.63656688934303,1.73199414357242,3.04526447881201,2.29563000457908,3.04526447881201,3.04526447881201,3.20184125452607,"2020-03-05"
11,18,2.44860038601453,0.396835120795198,1.76741547498713,1.85352044535664,3.15197304790667,2.41775785902249,3.15197304790667,3.15197304790667,3.30288839139743,"2020-03-06"
12,19,2.4499988216357,0.37798043861405,1.80556336452997,1.88884840760326,3.11348816849673,2.41850687461609,3.11348816849673,3.11348816849673,3.26459613119694,"2020-03-07"
13,20,2.45233398872174,0.361730456866071,1.83329792428933,1.91527921913855,3.08819687137485,2.42095449511926,3.08819687137485,3.08819687137485,3.22120035492858,"2020-03-08"
14,21,2.52353131100715,0.358796502697638,1.9151771245138,1.99525984131351,3.16477503307392,2.48913271728843,3.16477503307392,3.16477503307392,3.29689971417458,"2020-03-09"
15,22,2.62204194079291,0.35871856831998,2.01710093280175,2.09020024492885,3.25596650002798,2.58740093505762,3.25596650002798,3.25596650002798,3.38156790655905,"2020-03-10"
16,23,2.69232141873957,0.364126027245826,2.08062134818778,2.1514412212912,3.33434448319194,2.65928373349394,3.33434448319194,3.33434448319194,3.45969162846162,"2020-03-11"
17,24,2.6538741904043,0.364162759725844,2.04890302971193,2.11917184513144,3.29192061637476,2.62070417168539,3.29192061637476,3.29192061637476,3.4224954470479,"2020-03-12"
18,25,2.65665145155672,0.362159949148475,2.06885629953854,2.12992709302734,3.29293258868945,2.62086835137626,3.29293258868945,3.29293258868945,3.41900350202264,"2020-03-13"
19,26,2.75004189911619,0.366034300705997,2.15470969836354,2.22011429836183,3.39490537799145,2.71315988070527,3.39490537799145,3.39490537799145,3.52567144717383,"2020-03-14"
20,27,2.7474528956206,0.364520329592307,2.16243101205827,2.22349277030085,3.39078430696178,2.71017217511834,3.39078430696178,3.39078430696178,3.5090558368406,"2020-03-15"
21,28,2.75907808563418,0.368192653531742,2.17213430479252,2.22808226954736,3.40779896022566,2.72088156178779,3.40779896022566,3.40779896022566,3.52654683795656,"2020-03-16"
22,29,2.51631249980608,0.336613845036628,1.98183577555723,2.03409754671444,3.10730864277938,2.48151911347027,3.10730864277938,3.10730864277938,3.21451384789152,"2020-03-17"
23,30,2.27088406298884,0.294086904021901,1.81294025997087,1.85440553257552,2.78909098123956,2.23655090257181,2.78909098123956,2.78909098123956,2.88714780882455,"2020-03-18"
24,31,2.04920748684003,0.241408967344529,1.67541644225318,1.70961297163609,2.48357055305788,2.01946525088892,2.48357055305788,2.48357055305788,2.56261537551177,"2020-03-19"
25,32,1.97175332096227,0.203404088828864,1.6556038794821,1.68565933455189,2.33723924374639,1.94581994967115,2.33723924374639,2.33723924374639,2.40683700981727,"2020-03-20"
26,33,1.85548453284749,0.169058807299469,1.58527170694423,1.61221050722469,2.15812012240646,1.83718202981193,2.15812012240646,2.15812012240646,2.21635291159783,"2020-03-21"
27,34,1.71327448048632,0.143667326285789,1.48099778301883,1.50427974151899,1.97090870831492,1.69944199395207,1.97090870831492,1.97090870831492,2.01748152700916,"2020-03-22"
28,35,1.64874227700002,0.125689032842483,1.44466101397215,1.46548616511007,1.87554375490208,1.63690004571442,1.87554375490208,1.87554375490208,1.91738913043391,"2020-03-23"
29,36,1.53673848038052,0.10530210290256,1.36394404964142,1.38296472027495,1.72539473409964,1.52578602855548,1.72539473409964,1.72539473409964,1.76052292016994,"2020-03-24"
30,37,1.46973201955781,0.0913381720562081,1.3190901801334,1.33585331229947,1.63496870964809,1.46117689743299,1.63496870964809,1.63496870964809,1.66401216154251,"2020-03-25"
31,38,1.40725836486758,0.078066449452384,1.27657269668808,1.2908380127508,1.54736046174742,1.40136765325407,1.54736046174742,1.54736046174742,1.57246715643137,"2020-03-26"
32,39,1.31917748962716,0.0661791533701716,1.20653115450195,1.22018189107925,1.43848711528694,1.31396417098634,1.43848711528694,1.43848711528694,1.45986360684665,"2020-03-27"
33,40,1.2184252051053,0.0551897215346819,1.12345331428285,1.13483544438184,1.3168902633066,1.21428342062519,1.3168902633066,1.3168902633066,1.33489969266117,"2020-03-28"
34,41,1.14789379549374,0.0450855987571092,1.06883756047453,1.07888703728331,1.22765311256022,1.14526496819468,1.22765311256022,1.22765311256022,1.24392309618604,"2020-03-29"
35,42,1.11074870882339,0.0378764864233777,1.04104837291203,1.05142282232333,1.17695176611462,1.10898780553802,1.17695176611462,1.17695176611462,1.18960819937722,"2020-03-30"
36,43,1.04008998535305,0.0316455836194109,0.98155795279128,0.990090077094503,1.09424412459965,1.03908038238723,1.09424412459965,1.09424412459965,1.10564368281182,"2020-03-31"
37,44,1.03212483685854,0.0285671601033947,0.978579091078898,0.986539289079965,1.08034838513653,1.03149063752812,1.08034838513653,1.08034838513653,1.08988368731145,"2020-04-01"
38,45,1.00161225646227,0.0260586400366517,0.951813083973997,0.959663852138137,1.04519596493679,1.00134628280792,1.04519596493679,1.04519596493679,1.05393358180353,"2020-04-02"
39,46,0.969716322302369,0.0247420261945252,0.922120045410486,0.929902145187223,1.01121400907192,0.969465860214897,1.01121400907192,1.01121400907192,1.01901758019379,"2020-04-03"
40,47,0.975516122798248,0.0242703355123776,0.929238021612655,0.935780790741888,1.01633541434238,0.975173220260267,1.01633541434238,1.01633541434238,1.02471726094353,"2020-04-04"
41,48,0.979751166144952,0.0244369385182414,0.932568438003633,0.939934090788157,1.02048520177158,0.979609910653786,1.02048520177158,1.02048520177158,1.02810246698399,"2020-04-05"
42,49,1.00010222959625,0.0242357699199028,0.952974899057232,0.960642797581639,1.04029396936126,1.0000384323205,1.04029396936126,1.04029396936126,1.04803584667658,"2020-04-06"
43,50,0.988156476176597,0.0237569899360942,0.942146083391937,0.949269298097313,1.02739270263879,0.98784290571026,1.02739270263879,1.02739270263879,1.03523903509162,"2020-04-07"
