"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
8,15,2.89008338102079,0.54592008639647,1.9504583793498,2.07441187735831,3.86720842987834,2.84758776630315,3.86720842987834,3.86720842987834,4.07256899461055,2020-03-04
9,16,2.54236123902517,0.493842467159444,1.72666965762346,1.82858446799377,3.43347554357712,2.48663665357602,3.43347554357712,3.43347554357712,3.64591163995858,2020-03-05
10,17,2.62956304179275,0.470272389187331,1.86663759649859,1.96140195331369,3.49200251909906,2.57236080752092,3.49200251909906,3.49200251909906,3.68705420909381,2020-03-06
11,18,2.58370837909905,0.419622256910223,1.89524820286336,1.980975396174,3.35042232994474,2.53662068312629,3.35042232994474,3.35042232994474,3.52492628648516,2020-03-07
12,19,2.48206171758867,0.381043819233924,1.84307299288857,1.92587199605303,3.17109965942461,2.44459396674412,3.17109965942461,3.17109965942461,3.3266854267838,2020-03-08
13,20,2.56832377293012,0.37610881392231,1.94647157334025,2.0208699485215,3.25552722711995,2.52833903267458,3.25552722711995,3.25552722711995,3.38960471641521,2020-03-09
14,21,2.59462777544296,0.364142186574453,1.984060318604,2.06083568598069,3.26581018818206,2.55448856978331,3.26581018818206,3.26581018818206,3.39479566121752,2020-03-10
15,22,2.63970877284724,0.361851801412003,2.03852578560624,2.11091604624895,3.30281799578,2.60513723755636,3.30281799578,3.30281799578,3.44096779182492,2020-03-11
16,23,2.61896561904443,0.360807091466323,2.02769095040608,2.09602607588493,3.28372145917255,2.57722627836358,3.28372145917255,3.28372145917255,3.4161571586698,2020-03-12
17,24,2.61738644613672,0.356452880249467,2.04007970570956,2.10530319204271,3.27531650492727,2.57213350652167,3.27531650492727,3.27531650492727,3.39999972782936,2020-03-13
18,25,2.70110262632234,0.361173052738277,2.12221832278789,2.18132893984654,3.37031399110887,2.65651787293231,3.37031399110887,3.37031399110887,3.50676308737496,2020-03-14
19,26,2.70298548211024,0.357458099419444,2.13212120980208,2.18853894606561,3.37366496344003,2.65995583254904,3.37366496344003,3.37366496344003,3.49751626081092,2020-03-15
20,27,2.71000254781109,0.362426988662479,2.1298028334492,2.18744827794585,3.38773643173376,2.66510120739137,3.38773643173376,3.38773643173376,3.51400690247805,2020-03-16
21,28,2.4775255237581,0.331501925696656,1.95100672980789,2.00276161576232,3.10454533497476,2.43402129705725,3.10454533497476,3.10454533497476,3.21835810967156,2020-03-17
22,29,2.24920261184696,0.292616673504513,1.79591492286141,1.83770315589869,2.81041298165628,2.20746934478854,2.81041298165628,2.81041298165628,2.91284771881574,2020-03-18
23,30,2.03850360129031,0.242333847755911,1.66746875788798,1.7014616935029,2.50735844549275,2.00437918717238,2.50735844549275,2.50735844549275,2.59537781098467,2020-03-19
24,31,1.97951475324291,0.206042056889756,1.66075424495349,1.69008949001625,2.37460643522018,1.95274632642424,2.37460643522018,2.37460643522018,2.4546603793686,2020-03-20
25,32,1.86911510082716,0.171488759140399,1.59700879833568,1.62468729022056,2.19423067948885,1.84937197085886,2.19423067948885,2.19423067948885,2.25539918027615,2020-03-21
26,33,1.72142949755772,0.146207188133135,1.48507386331661,1.51082912269219,1.99352210806676,1.70571826783587,1.99352210806676,1.99352210806676,2.04443945662704,2020-03-22
